title,Год выпуска,Поколение,Пробег,История пробега,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен,Оценка,пробег_история,ДТП,другое_история,тех_история,sold,Метро,ПТС
"Skywell ET5 AT, 2022, 22 000 км, с пробегом, цена 2 630 000 руб. - Автомобили в Москве",2022,I (2021—2024),22 000 км,3 записи в отчёте Автотеки,2,Не битый,0.0 AT (204 л.с.),,Электро,Автомат,Передний,Luxury,Внедорожник 5-дверный,Серый,Левый,LMEL*************,Не интересует,2 630 000 ₽ — цена ниже Авито Оценки,3 записи с 2023 года,ДТП не найдены,2 владельца по ПТС,,1 раз продавался на Авито,Крылатское:до 5 мин.;Молодёжная:21–30 мин.;Терехово:от 31 мин.,Электронный
"Volkswagen Passat 1.5 AMT, 2019, 160 000 км, с пробегом, цена 2 050 000 руб. - Автомобили в Москве",2019,B8 (2014—2020),160 000 км,Проверить в Автотеке,1,Не битый,1.5 TSI DSG (150 л.с.),1.5 л,Бензин,Робот,Передний,Базовая,Универсал,Чёрный,Левый,WVWZ*************,Не интересует,,1 запись с 2023 года,ДТП не найдены,,,1 раз продавался на Авито,Беломорская:11–15 мин.;Ховрино:16–20 мин.;Речной вокзал:21–30 мин.,
"BMW X6 3.0 AT, 2017, 102 085 км, с пробегом, цена 3 799 000 руб. - Автомобили в Москве",2017,F16 (2014—2020),102 085 км,2 записи в отчёте Автотеки,1,Не битый,M50d 3.0 Steptronic (381 л.с.),3 л,Дизель,Автомат,Полный,Базовая,Внедорожник 5-дверный,Чёрный,Левый,WBAK*************,Возможен,3 799 000 ₽ — цена ниже Авито Оценки,2 записи с 2021 года,ДТП не найдены,1 владелец по ПТС,,,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,
"Audi Q5 2.0 AMT, 2014, 120 000 км, с пробегом, цена 2 400 000 руб. - Автомобили в Москве",2014,I рестайлинг (2012—2017),120 000 км,17 записей в отчёте Автотеки,1,Не битый,2.0 TDI quattro S tronic (177 л.с.),2 л,Дизель,Робот,Полный,Comfort,Внедорожник 5-дверный,Чёрный,Левый,XW8Z*************,Не интересует,2 400 000 ₽ — цена выше Авито Оценки,17 записей с 2015 года,ДТП не найдены,,18 записей с описанием работ,,Площадь Ильича:6–10 мин.;Римская:6–10 мин.;Марксистская:11–15 мин.,Оригинал
"Volkswagen Jetta 1.4 AT, 2018, 85 000 км, с пробегом, цена 2 300 000 руб. - Автомобили в Москве",2018,VII (2018—2021),85 000 км,2 записи в отчёте Автотеки,1,Не битый,1.4 TSI AT (147 л.с.),1.4 л,Бензин,Автомат,Передний,,Седан,Чёрный,Левый,3VWG*************,Не интересует,2 300 000 ₽ — цена выше Авито Оценки,2 записи с 2023 года,ДТП не найдены,1 владелец по ПТС,,,Митино:6–10 мин.;Пятницкое шоссе:21–30 мин.;Волоколамская:21–30 мин.,Электронный
"Volkswagen Polo 1.6 AT, 2016, 91 426 км, с пробегом, цена 749 000 руб. - Автомобили в Москве",2016,V рестайлинг (2015—2020),91 426 км,10 записей в отчёте Автотеки,2,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,Highline,Седан,Белый,Левый,XW8Z*************,0,749 000 ₽ — цена ниже Авито Оценки,10 записей с 2016 года,ДТП не найдены,,1 запись с описанием работ,6 раз продавался на Авито,Пражская:до 5 мин.;Южная:11–15 мин.;Улица академика Янгеля:21–30 мин.,Оригинал
"Mazda CX-7 2.3 AT, 2012, 142 000 км, с пробегом, цена 799 000 руб. - Автомобили в Москве",2012,I рестайлинг (2009—2012),142 000 км,6 записей в отчёте Автотеки,1,Не битый,2.3 4WD AT (238 л.с.),2.3 л,Бензин,Автомат,Полный,,Внедорожник 5-дверный,Белый,Левый,JMZE*************,0,799 000 ₽ — цена ниже Авито Оценки,6 записей с 2013 года,ДТП не найдены,1 владелец по ПТС,5 записей с описанием работ,2 раза продавался на Авито,Тульская:до 5 мин.;Шаболовская:21–30 мин.;Верхние котлы:21–30 мин.,Оригинал
"Porsche Boxster 2.7 AMT, 2015, 83 500 км, с пробегом, цена 4 150 000 руб. - Автомобили в Москве",2015,981 (2012—2016),83 500 км,2 записи в отчёте Автотеки,1,Не битый,2.7 PDK (265 л.с.),2.7 л,Бензин,Робот,Задний,Базовая,Кабриолет,Чёрный,Левый,WP0C*************,Не интересует,,2 записи с 2024 года,ДТП не найдены,,,1 раз продавался на Авито,Шелепиха:11–15 мин.;Фили:21–30 мин.;Деловой центр (МЦК):21–30 мин.,
"Kia Sportage 2.0 AT, 2013, 140 200 км, с пробегом, цена 1 039 000 руб. - Автомобили в Москве",2013,III (2010—2014),140 200 км,11 записей в отчёте Автотеки,1,Не битый,2.0 CRDi 4WD AT (136 л.с.),2 л,Дизель,Автомат,Полный,Luxe,Внедорожник 5-дверный,Белый,Левый,XWEP*************,0,1 039 000 ₽ — цена ниже Авито Оценки,11 записей с 2015 года,ДТП не найдены,1 владелец по ПТС,11 записей с описанием работ,,Охотный ряд:до 5 мин.;Театральная:до 5 мин.;Площадь революции:до 5 мин.,Оригинал
"Volkswagen Passat 1.8 AMT, 2013, 157 000 км, с пробегом, цена 1 150 000 руб. - Автомобили в Москве",2013,B7 (2010—2015),157 000 км,4 записи в отчёте Автотеки,3,Не битый,1.8 TSI DSG (152 л.с),1.8 л,Бензин,Робот,Передний,,Седан,Коричневый,Левый,WVWZ*************,0,1 150 000 ₽ — соответствует оценке Авито,4 записи с 2016 года,ДТП не найдены,3 владельца по ПТС,2 записи с описанием работ,,Свиблово:6–10 мин.;Ботанический сад:11–15 мин.;Ростокино:21–30 мин.,Оригинал
"ВАЗ (LADA) 2104 1.5 MT, 1992, 110 000 км, с пробегом, цена 52 000 руб. - Автомобили в Москве",,,,,,,,,,,,,,,,,,,,,,,,,
"Mercedes-Benz S-класс 5.0 AT, 1996, 400 000 км, с пробегом, цена 750 000 руб. - Автомобили в Москве",1996,W140 рестайлинг (1994—1999),400 000 км,8 записей в отчёте Автотеки,3,Не битый,S 500 5.0 AT (320 л.с.),5 л,Бензин,Автомат,Задний,Базовая,Седан,Красный,Левый,WDB1*************,Возможен,750 000 ₽ — соответствует оценке Авито,8 записей с 2013 года,ДТП не найдены,,,3 раза продавался на Авито,Селигерская:6–10 мин.;Верхние Лихоборы:11–15 мин.;Яхромская:16–20 мин.,Дубликат
"Hyundai Sonata 2.0 AT, 2018, битый, 288 888 км, с пробегом, цена 655 000 руб. - Автомобили в Москве",2018,VII рестайлинг (2017—2019),288 888 км,8 записей в отчёте Автотеки,1,Битый,2.0 AT (150 л.с.),2 л,Бензин,Автомат,Передний,Comfort,Седан,Белый,Левый,XWEE*************,Не интересует,,8 записей с 2019 года,,,1 запись с описанием работ,,Новые Черёмушки:6–10 мин.;Профсоюзная:16–20 мин.;Воронцовская:16–20 мин.,Оригинал
"Nissan Maxima 3.0 AT, 2001, 217 357 км, с пробегом, цена 449 000 руб. - Автомобили в Москве",2001,A33 (1999—2006),217 357 км,4 записи в отчёте Автотеки,2,Не битый,3.0 AT (200 л.с.),3 л,Бензин,Автомат,Передний,Базовая,Седан,Серебряный,Левый,JN1C*************,Возможен,449 000 ₽ — соответствует оценке Авито,4 записи с 2018 года,,2 владельца по ПТС,,,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,
